Filename,Original,Translate
trad_divina_commedia_inferno_2_21.csv,"E rispondien: “Sì, fa che gliel'accocchi”.","E tutti loro risposero: ""Sì, che lo abbia!."""
trad_divina_commedia_inferno_2_21.csv,Ma quel demonio che tenea sermone,"Ma Malacoda, ancora in conversazione"
trad_divina_commedia_inferno_2_21.csv,"col duca mio, si volse tutto presto","con la mia buona guida, si voltò rapidamente al suo squadrone"
trad_divina_commedia_inferno_2_21.csv,"e disse: “Posa, posa, Scarmiglione!”.","e disse: ""Stai fermo, Scarmiglione, fermo!"""
trad_divina_commedia_inferno_2_21.csv,Poi disse a noi: “Più oltre andar per questo,"A noi ha detto: ""Non c'è bisogno di andare"
trad_divina_commedia_inferno_2_21.csv,"iscoglio non si può, però che giace","molto più lontano su questa cresta, perché il sesto"
trad_divina_commedia_inferno_2_21.csv,tutto spezzato al fondo l'arco sesto.,Ponte-in basso lì-è fracassato a pezzi.
trad_divina_commedia_inferno_2_21.csv,"E se l'andare avante pur vi piace,","Ma se voi due volete ancora andare avanti,"
trad_divina_commedia_inferno_2_21.csv,andatevene su per questa grotta;,salire e camminare lungo questo bordo roccioso;
trad_divina_commedia_inferno_2_21.csv,presso è un altro scoglio che via face.,"Nelle vicinanze, un'altra cresta formerà un sentiero."
trad_divina_commedia_inferno_2_21.csv,"Ier, più oltre cinqu'ore che quest'otta,","A cinque ore da quest'ora di ieri,"
trad_divina_commedia_inferno_2_21.csv,mille dugento con sessanta sei,milleduecentosessantasei
trad_divina_commedia_inferno_2_21.csv,anni compié che qui la via fu rotta.,Sono passati anni da quando quella strada e' stata infranta qui.
trad_divina_commedia_inferno_2_21.csv,Io mando verso là di questi miei,Sto mandando dieci dei miei là fuori a vedere
trad_divina_commedia_inferno_2_21.csv,a riguardar s'alcun se ne sciorina;,se un peccatore solleva la testa per l'aria;
trad_divina_commedia_inferno_2_21.csv,"gite con lor, che non saranno rei”.","vai con i miei uomini, non c'è malizia in loro."""
trad_divina_commedia_inferno_2_21.csv,"“Tra'ti avante, Alichino, e Calcabrina”,","""Avanti, Alichino e Calcabrina,"""
trad_divina_commedia_inferno_2_21.csv,"cominciò elli a dire, “e tu, Cagnazzo;","poi cominciò a dire: ""E tu, Cagnazzo;"
trad_divina_commedia_inferno_2_21.csv,e Barbariccia guidi la decina.,"e Barbariccia, che può guidare i dieci."
trad_divina_commedia_inferno_2_21.csv,"Libicocco vegn'oltre e Draghignazzo,",Lascia andare Libicocco e Draghignazzo
trad_divina_commedia_inferno_2_21.csv,Cirïatto sannuto e Graffiacane,e tusky Ciriatto e Graffiacane
trad_divina_commedia_inferno_2_21.csv,e Farfarello e Rubicante pazzo.,e Farfarello e Rubicante pazzo.
trad_divina_commedia_inferno_2_21.csv,Cercate 'ntorno le boglienti pane;,Cercate intorno allo stufato di pece;
trad_divina_commedia_inferno_2_21.csv,costor sian salvi infino a l'altro scheggio,Tenere questi due sani e salvi fino alla cresta successiva
trad_divina_commedia_inferno_2_21.csv,che tutto intero va sovra le tane”.,"che si alza senza rompere attraverso le tane."""
trad_divina_commedia_inferno_2_21.csv,"“Omè, maestro, che è quel ch'i' veggio?”,","""Ah me! Cos'è questo, padrone, che vedo?"""
trad_divina_commedia_inferno_2_21.csv,"diss'io, “deh, sanza scorta andianci soli,","Ho detto: ""Non possiamo fare a meno di compagnia?"
trad_divina_commedia_inferno_2_21.csv,se tu sa' ir; ch'i' per me non la cheggio.,"Se sai come andare, non voglio una scorta."
trad_divina_commedia_inferno_2_21.csv,"Se tu se' sì accorto come suoli,","Se sei tanto entusiasta come al solito,"
trad_divina_commedia_inferno_2_21.csv,non vedi tu ch'e' digrignan li denti,Non vedi come quei demoni si macinano i denti?
trad_divina_commedia_inferno_2_21.csv,e con le ciglia ne minaccian duoli?”.,"Le loro sopracciglia sono minacciose, promettono guai."""
trad_divina_commedia_inferno_2_21.csv,Ed elli a me: “Non vo' che tu paventi;,"E lui a me: ""Non voglio che tu abbia paura:"
trad_divina_commedia_inferno_2_21.csv,"lasciali digrignar pur a lor senno,",Lasciate che si dissolvano come vogliono;
trad_divina_commedia_inferno_2_21.csv,ch'e' fanno ciò per li lessi dolenti”.,"Lo fanno per i miserabili bolliti in pece."""
trad_divina_commedia_inferno_2_21.csv,Per l'argine sinistro volta dienno;,Si sono girati lungo la riva sinistra:
trad_divina_commedia_inferno_2_22.csv,"Io vidi già cavalier muover campo,",Prima di questo ho visto i cavalieri iniziare a marciare
trad_divina_commedia_inferno_2_22.csv,"e cominciare stormo e far lor mostra,",e aprire l'assalto e radunare ranghi
trad_divina_commedia_inferno_2_22.csv,e talvolta partir per loro scampo;,"e li vide anche loro, a volte battevano il loro ritiro;"
trad_divina_commedia_inferno_2_22.csv,"corridor vidi per la terra vostra,","e sulla tua terra, o Aretina, ho visto"
trad_divina_commedia_inferno_2_22.csv,"o Aretini, e vidi gir gualdane,","ranger e raid party galoppanti,"
trad_divina_commedia_inferno_2_22.csv,fedir torneamenti e correr giostra;,"lo scontro dei tornei, la corsa delle giostre,"
trad_divina_commedia_inferno_2_22.csv,"quando con trombe, e quando con campane,","ora fatto con le trombe, ora con le campane, e ora"
trad_divina_commedia_inferno_2_22.csv,"con tamburi e con cenni di castella,","con tamburi, e ora con segni dalle mura del castello,"
trad_divina_commedia_inferno_2_22.csv,e con cose nostrali e con istrane;,con le cose autoctone e con i beni importati;
trad_divina_commedia_inferno_2_22.csv,né già con sì diversa cennamella,ma non ho mai visto cavalieri o
trad_divina_commedia_inferno_2_22.csv,"cavalier vidi muover né pedoni,",visto fanteria o nave che naviga per segnale
trad_divina_commedia_inferno_2_22.csv,né nave a segno di terra o di stella.,di terra o di stella si muovono in una tromba così strana!
trad_divina_commedia_inferno_2_22.csv,Noi andavam con li diece demoni.,Ci siamo fatti strada insieme a dieci demoni:
trad_divina_commedia_inferno_2_22.csv,Ahi fiera compagnia! ma ne la chiesa,"Ah, che compagnia feroce! Eppure"
trad_divina_commedia_inferno_2_22.csv,"coi santi, e in taverna coi ghiottoni.","""in chiesa con i santi, con i marciri nella taverna."""
trad_divina_commedia_inferno_2_22.csv,"Pur a la pegola era la mia 'ntesa,","Ma io ero tutto intento al lancio,"
trad_divina_commedia_inferno_2_22.csv,per veder de la bolgia ogne contegno,per cercare ogni caratteristica del sacchetto
trad_divina_commedia_inferno_2_22.csv,e de la gente ch'entro v'era incesa.,e della gente che bruciava in essa.
trad_divina_commedia_inferno_2_22.csv,"Come i dalfini, quando fanno segno","Proprio come fanno i delfini, quando con la schiena inarcata,"
trad_divina_commedia_inferno_2_22.csv,a' marinar con l'arco de la schiena,Segnalano ai marinai di prepararsi
trad_divina_commedia_inferno_2_22.csv,"che s'argomentin di campar lor legno,","per la tempesta, che la loro nave possa essere risparmiata,"
trad_divina_commedia_inferno_2_22.csv,"talor così, ad alleggiar la pena,","così qui di tanto in tanto, per alleviare il suo tormento,"
trad_divina_commedia_inferno_2_22.csv,mostrav'alcun de' peccatori 'l dosso,"qualche peccatore ha mostrato la sua schiena sopra la superficie,"
trad_divina_commedia_inferno_2_22.csv,e nascondea in men che non balena.,poi si nascose più velocemente di un lampo.
trad_divina_commedia_inferno_2_22.csv,E come a l'orlo de l'acqua d'un fosso,"E proprio come sul margine di un fosso,"
trad_divina_commedia_inferno_2_22.csv,"stanno i ranocchi pur col muso fuori,","le rane si accovacciano, i loro muso soli sopra l'acqua,"
trad_divina_commedia_inferno_2_22.csv,"sì che celano i piedi e l'altro grosso,","per nascondere i loro piedi e la loro carne paffuta,"
trad_divina_commedia_inferno_2_22.csv,sì stavan d'ogne parte i peccatori;,così qui da ogni parte questi peccatori accovacciati;
trad_divina_commedia_inferno_2_22.csv,"ma come s'appressava Barbariccia,","ma più veloce di un lampo, quando Barbariccia"
trad_divina_commedia_inferno_2_22.csv,così si ritraén sotto i bollori.,"si avvicinarono, si tuffarono sotto il pece bollente."
trad_divina_commedia_inferno_2_22.csv,"I' vidi, e anco il cor me n'accapriccia,",Ho visto... il mio cuore trema ancora per ricordare...
trad_divina_commedia_inferno_2_22.csv,"uno aspettar così, com'elli 'ncontra","uno che ha ritardato, proprio come a volte una rana"
trad_divina_commedia_inferno_2_22.csv,ch'una rana rimane e l'altra spiccia;,è lasciato indietro mentre altri si tuffano sotto;
trad_divina_commedia_inferno_2_22.csv,"e Graffiacan, che li era più di contra,","e Graffiacane, che era più vicino a lui,"
trad_divina_commedia_inferno_2_22.csv,li arruncigliò le 'mpegolate chiome,poi l'ha agganciato con le sue serrature intrecciate
trad_divina_commedia_inferno_2_22.csv,"e trassel sù, che mi parve una lontra.",e lo trasportò su; mi sembrò una lontra.
trad_divina_commedia_inferno_2_22.csv,"I' sapea già di tutti quanti 'l nome,",Ormai conoscevo i nomi di tutti quei demoni...
trad_divina_commedia_inferno_2_22.csv,"sì li notai quando fuorono eletti,",Avevo prestato attenzione quando sono stati scelti i diavoli;
trad_divina_commedia_inferno_2_22.csv,"e poi ch'e' si chiamaro, attesi come.",Ho guardato mentre facevano un passo avanti uno ad uno.
trad_divina_commedia_inferno_2_22.csv,"“O Rubicante, fa che tu li metti","""O Rubicante, vedi di impostare i tuoi talloni"
trad_divina_commedia_inferno_2_22.csv,"li unghioni a dosso, sì che tu lo scuoi!”,","dritto in lui, così si può friggere la sua carne!"""
trad_divina_commedia_inferno_2_22.csv,gridavan tutti insieme i maladetti.,Anche quei maledetti gridavano insieme.
trad_divina_commedia_inferno_2_22.csv,"E io: “Maestro mio, fa, se tu puoi,","E io: ""Il mio padrone, se puoi, scoprilo"
trad_divina_commedia_inferno_2_22.csv,che tu sappi chi è lo sciagurato,Qual è il nome di quello sfortunato
trad_divina_commedia_inferno_2_22.csv,venuto a man de li avversari suoi”.,"che è caduto vittima dei suoi nemici."""
trad_divina_commedia_inferno_2_22.csv,Lo duca mio li s'accostò allato;,"La mia guida, che poi si avvicinò al lato del peccatore,"
trad_divina_commedia_inferno_2_22.csv,"domandollo ond'ei fosse, e quei rispuose:",Gli chiese di dirlo alla sua casa natale.
trad_divina_commedia_inferno_2_22.csv,“I' fui del regno di Navarra nato.,"""La mia patria era il regno della Navarra."
trad_divina_commedia_inferno_2_22.csv,"Mia madre a servo d'un segnor mi puose,","Mia madre, che mi aveva preso da un cretino,"
trad_divina_commedia_inferno_2_22.csv,"che m'avea generato d'un ribaldo,","distruttore di se stesso e dei suoi beni,"
trad_divina_commedia_inferno_2_22.csv,distruggitor di sé e di sue cose.,mi aveva messo al servizio di un signore.
trad_divina_commedia_inferno_2_22.csv,Poi fui famiglia del buon re Tebaldo;,Poi ero nella casa dei degni
trad_divina_commedia_inferno_2_22.csv,"quivi mi misi a far baratteria,",Re Thibault; lì ho cominciato a prendere l'innesto;
trad_divina_commedia_inferno_2_22.csv,di ch'io rendo ragione in questo caldo”.,"con questo caldo pago il conto per questo."""
trad_divina_commedia_inferno_2_22.csv,"E Cirïatto, a cui di bocca uscia","E Ciriatto, dalla cui bocca si gonfiò"
trad_divina_commedia_inferno_2_22.csv,"d'ogne parte una sanna come a porco,","a destra e a sinistra due zanne come un maiale selvatico,"
trad_divina_commedia_inferno_2_22.csv,li fé sentir come l'una sdruscia.,Allora fagli sentire come uno di loro potrebbe strangolare.
trad_divina_commedia_inferno_2_22.csv,Tra male gatte era venuto 'l sorco;,Il topo era caduto con gatti cattivi;
trad_divina_commedia_inferno_2_22.csv,ma Barbariccia il chiuse con le braccia,ma Barbariccia lo stringeva tra le braccia
trad_divina_commedia_inferno_2_22.csv,"e disse: “State in là, mentr'io lo 'nforco”.","e disse: ""Vattene là, mentre io lo biforco digiunando."""
trad_divina_commedia_inferno_2_22.csv,E al maestro mio volse la faccia;,"Poi, rivoltosi al mio padrone, disse:"
trad_divina_commedia_inferno_2_22.csv,"“Domanda”, disse, “ancor, se più disii","""Chiedi, se vuoi saperne di più da lui"
trad_divina_commedia_inferno_2_22.csv,"saper da lui, prima ch'altri 'l disfaccia”.","prima che uno degli altri lo faccia entrare."""
trad_divina_commedia_inferno_2_22.csv,Lo duca dunque: “Or dì: de li altri rii,"Alla quale la mia guida: ""Ora dite: tra i peccatori"
trad_divina_commedia_inferno_2_22.csv,conosci tu alcun che sia latino,"che si nascondono sotto il campo, sono tutti gli altri"
trad_divina_commedia_inferno_2_22.csv,"sotto la pece?”. E quelli: “I' mi partii,","Italiano?"" E lui: ""Io me ne sono appena andato"
trad_divina_commedia_inferno_2_22.csv,"poco è, da un che fu di là vicino.",uno che era lì vicino; e se io fossi
trad_divina_commedia_inferno_2_22.csv,"Così foss'io ancor con lui coperto,","ancora coperto dal campo come è nascosto,"
trad_divina_commedia_inferno_2_22.csv,ch'i' non temerei unghia né uncino!”.,"perché allora non avrei paura di uncino o tallone."""
trad_divina_commedia_inferno_2_22.csv,"E Libicocco “Troppo avem sofferto”,","E Libicocco disse: ""Siamo stati troppo pazienti!"""
trad_divina_commedia_inferno_2_22.csv,"disse; e preseli 'l braccio col runciglio,","e, con la sua pinza, lo afferrava per il braccio"
trad_divina_commedia_inferno_2_22.csv,"sì che, stracciando, ne portò un lacerto.","e, strappando, portato via un pezzo di carne."
trad_divina_commedia_inferno_2_22.csv,Draghignazzo anco i volle dar di piglio,Ma anche Draghignazzo sembrava
trad_divina_commedia_inferno_2_22.csv,giuso a le gambe; onde 'l decurio loro,"per afferrare le sue gambe; a cui, il loro capitano ha portato"
trad_divina_commedia_inferno_2_22.csv,si volse intorno intorno con mal piglio.,e li ha minacciati tutti con sguardi infuriati.
trad_divina_commedia_inferno_2_22.csv,"Quand'elli un poco rappaciati fuoro,","Quando erano cresciuti un po' meno tumultuosi,"
trad_divina_commedia_inferno_2_22.csv,"a lui, ch'ancor mirava sua ferita,",senza indugio la mia guida ha chiesto di questo
trad_divina_commedia_inferno_2_22.csv,domandò 'l duca mio sanza dimoro:,che aveva gli occhi ancora fissi sulla sua ferita:
trad_divina_commedia_inferno_2_22.csv,“Chi fu colui da cui mala partita,"""Chi e' quello che hai lasciato per arrivare a terra..."
trad_divina_commedia_inferno_2_22.csv,di' che facesti per venire a proda?”.,"""Sfortunatamente, come hai appena detto prima?"""
trad_divina_commedia_inferno_2_22.csv,"Ed ei rispuose: “Fu frate Gomita,","Rispose: ""Fra Gomita di Gallura,"
trad_divina_commedia_inferno_2_22.csv,"quel di Gallura, vasel d'ogne froda,",che era una nave adatta ad ogni frode;
trad_divina_commedia_inferno_2_22.csv,"ch'ebbe i nemici di suo donno in mano,","aveva in mano i nemici del suo padrone,"
trad_divina_commedia_inferno_2_22.csv,"e fé sì lor, che ciascun se ne loda.",ma li gestiva in modi che li compiacevano tutti.
trad_divina_commedia_inferno_2_22.csv,"Danar si tolse e lasciolli di piano,","Egli prese il loro oro e li lasciò liberi,"
trad_divina_commedia_inferno_2_22.csv,sì com'e' dice; e ne li altri offici anche,"come egli stesso dice; e in altre cose,"
trad_divina_commedia_inferno_2_22.csv,"barattier fu non picciol, ma sovrano.","Era un sovrano, non un meschino, truffatore."
trad_divina_commedia_inferno_2_22.csv,Usa con esso donno Michel Zanche,Il suo compagno è Don Michele Zanche
trad_divina_commedia_inferno_2_22.csv,di Logodoro; e a dir di Sardigna,di Logodoro; e le loro lingue non sono mai
trad_divina_commedia_inferno_2_22.csv,le lingue lor non si sentono stanche.,troppo stanco per parlare della loro Sardegna.
trad_divina_commedia_inferno_2_22.csv,"Omè, vedete l'altro che digrigna;","Ah, guardate quello li' che si macina i denti!"
trad_divina_commedia_inferno_2_22.csv,"i' direi anche, ma i' temo ch'ello","Se non avessi paura, parlerei ancora un po'."
trad_divina_commedia_inferno_2_22.csv,non s'apparecchi a grattarmi la tigna”.,"ma si sta preparando a grattarmi lo scorbuto."""
trad_divina_commedia_inferno_2_22.csv,"E 'l gran proposto, vòlto a Farfarello","E il loro grande maresciallo, di fronte a Farfarello..."
trad_divina_commedia_inferno_2_22.csv,"che stralunava li occhi per fedire,","Chi era così caldo per colpire ha rotolato i suoi occhi,"
trad_divina_commedia_inferno_2_22.csv,"disse: “Fatti 'n costà, malvagio uccello!”.","Disse: ""Vattene, lurido uccello!."""
trad_divina_commedia_inferno_2_22.csv,"“Se voi volete vedere o udire”,","""Se volete vedere o sentire,"""
trad_divina_commedia_inferno_2_22.csv,"ricominciò lo spaürato appresso,","quel peccatore, terrorizzato, ricominciò,"
trad_divina_commedia_inferno_2_22.csv,"“Toschi o Lombardi, io ne farò venire;","""Lombardi o toscani, posso portartene un po';"
trad_divina_commedia_inferno_2_22.csv,"ma stieno i Malebranche un poco in cesso,",ma lasciate stare il Malebranche
trad_divina_commedia_inferno_2_22.csv,sì ch'ei non teman de le lor vendette;,affinché i miei compagni non temano la loro vendetta.
trad_divina_commedia_inferno_2_22.csv,"e io, seggendo in questo loco stesso,","Rimanendo in questo punto, lo farò,"
trad_divina_commedia_inferno_2_22.csv,"per un ch'io son, ne farò venir sette","anche se da solo, fanno apparire altri sette"
trad_divina_commedia_inferno_2_22.csv,"quand'io suffolerò, com'è nostro uso","quando ho fischiato, come è stato nostro costume"
trad_divina_commedia_inferno_2_22.csv,di fare allor che fori alcun si mette”.,"quando uno di noi è riuscito ad uscire."""
trad_divina_commedia_inferno_2_22.csv,"Cagnazzo a cotal motto levò 'l muso,","A quel punto, Cagnazzo sollevò il suo muso"
trad_divina_commedia_inferno_2_22.csv,"crollando 'l capo, e disse: “Odi malizia","e scosse la testa e disse: ""Ascolta"
trad_divina_commedia_inferno_2_22.csv,ch'elli ha pensata per gittarsi giuso!”.,"Quel trucco con cui pensa di potersi tuffare!"""
trad_divina_commedia_inferno_2_22.csv,"Ond'ei, ch'avea lacciuoli a gran divizia,","A questo, colui che era ricco di artificio"
trad_divina_commedia_inferno_2_22.csv,"rispuose: “Malizioso son io troppo,","rispose: ""Allora devo avere troppi trucchi,"
trad_divina_commedia_inferno_2_22.csv,quand'io procuro a' mia maggior trestizia”.,"se porto un tormento più grande ai miei amici."""
trad_divina_commedia_inferno_2_22.csv,"Alichin non si tenne e, di rintoppo",Questo era troppo per Alichino e...
trad_divina_commedia_inferno_2_22.csv,"a li altri, disse a lui: “Se tu ti cali,","nonostante gli altri, gridò: ""Se tu"
trad_divina_commedia_inferno_2_22.csv,"io non ti verrò dietro di gualoppo,","tuffarsi indietro, non galoppare dopo di te"
trad_divina_commedia_inferno_2_22.csv,ma batterò sovra la pece l'ali.,ma battete le mie ali sopra il campo; ce ne andremo
trad_divina_commedia_inferno_2_22.csv,"Lascisi 'l collo, e sia la ripa scudo,","questa altezza; con l'argine come schermo,"
trad_divina_commedia_inferno_2_22.csv,a veder se tu sol più di noi vali”.,"Vedremo se ci puoi gestire da solo."""
trad_divina_commedia_inferno_2_22.csv,"O tu che leggi, udirai nuovo ludo:","O voi che leggete, ascoltate ora di questo nuovo sport:"
trad_divina_commedia_inferno_2_22.csv,"ciascun da l'altra costa li occhi volse,","ciascuno voltò gli occhi sull'altra riva,"
trad_divina_commedia_inferno_2_22.csv,"quel prima, ch'a ciò fare era più crudo.",E' stato il primo ad essere piu' titubante in passato.
trad_divina_commedia_inferno_2_22.csv,Lo Navarrese ben suo tempo colse;,"La Navarrese, in tic del tempo, aveva piantato"
trad_divina_commedia_inferno_2_22.csv,"fermò le piante a terra, e in un punto",i suoi piedi sulla terra; poi in un istante
trad_divina_commedia_inferno_2_22.csv,saltò e dal proposto lor si sciolse.,Saltò e si liberò dal loro comandante.
trad_divina_commedia_inferno_2_22.csv,"Di che ciascun di colpa fu compunto,","In questo ogni demone sentiva il cazzo della colpa,"
trad_divina_commedia_inferno_2_22.csv,ma quei più che cagion fu del difetto;,"e la maggior parte, colui che aveva condotto la sua banda a traviare;"
trad_divina_commedia_inferno_2_22.csv,però si mosse e gridò: “Tu se' giunto!”.,"Così se ne andò e gridò: ""Siete stati catturati!"""
trad_divina_commedia_inferno_2_22.csv,Ma poco i valse: ché l'ali al sospetto,Ma questo potrebbe aiutarlo poco; le ali non erano
trad_divina_commedia_inferno_2_22.csv,"non potero avanzar; quelli andò sotto,",più veloce della paura; il peccatore è immerso proprio sotto;
trad_divina_commedia_inferno_2_22.csv,e quei drizzò volando suso il petto:,"l'altro, volando su, alzato il petto:"
trad_divina_commedia_inferno_2_22.csv,"non altrimenti l'anitra di botto,",non altrimenti l'anatra selvatica quando immerge
trad_divina_commedia_inferno_2_22.csv,"quando 'l falcon s'appressa, giù s'attuffa,","precipitosamente, quando il falco si avvicina"
trad_divina_commedia_inferno_2_22.csv,ed ei ritorna sù crucciato e rotto.,"e poi... riesumate, contrastate... le mosche."
trad_divina_commedia_inferno_2_22.csv,"Irato Calcabrina de la buffa,","Ma Calcabrina, infuriata contro il trucco,"
trad_divina_commedia_inferno_2_22.csv,"volando dietro li tenne, invaghito",ha volato dopo Alichino; era appassionato
trad_divina_commedia_inferno_2_22.csv,che quei campasse per aver la zuffa;,per vedere il peccatore libero e avere una rissa;
trad_divina_commedia_inferno_2_22.csv,"e come 'l barattier fu disparito,","e una volta scomparsi i Navarresi,"
trad_divina_commedia_inferno_2_23.csv,"Taciti, soli, sanza compagnia","Silenzio, solitudine, nessuno ci accompagna,"
trad_divina_commedia_inferno_2_23.csv,"n'andavam l'un dinanzi e l'altro dopo,","Abbiamo fatto il nostro modo-uno è andato prima, uno dopo--"
trad_divina_commedia_inferno_2_23.csv,come frati minor vanno per via.,come frati minori quando camminano insieme.
trad_divina_commedia_inferno_2_23.csv,Vòlt'era in su la favola d'Isopo,Le attuali fracas mi hanno fatto pensare ad Aesop...
trad_divina_commedia_inferno_2_23.csv,"lo mio pensier per la presente rissa,",quella favola dove racconta del topo
trad_divina_commedia_inferno_2_23.csv,dov'el parlò de la rana e del topo;,"e rana; per ""vicino"" e ""vicino"" non sono più vicini"
trad_divina_commedia_inferno_2_23.csv,ché più non si pareggia 'mo' e 'issa',"che sono quella favola e questo incidente,"
trad_divina_commedia_inferno_2_23.csv,"che l'un con l'altro fa, se ben s'accoppia",se si confronta con attenzione la fine
trad_divina_commedia_inferno_2_23.csv,principio e fine con la mente fissa.,di uno con l'inizio del secondo.
trad_divina_commedia_inferno_2_23.csv,"E come l'un pensier de l'altro scoppia,","E come un pensiero nasce dall'altro,"
trad_divina_commedia_inferno_2_23.csv,"così nacque di quello un altro poi,","così da quello era ancora un altro nato,"
trad_divina_commedia_inferno_2_23.csv,che la prima paura mi fé doppia.,che ha fatto la paura che ho provato prima di raddoppiare.
trad_divina_commedia_inferno_2_23.csv,Io pensava così: 'Questi per noi,"Ho pensato: ""A causa nostra, sono stati presi in giro,"
trad_divina_commedia_inferno_2_23.csv,sono scherniti con danno e con beffa,e questo inflisse tanto dolore e disprezzo
trad_divina_commedia_inferno_2_23.csv,"sì fatta, ch'assai credo che lor nòi.",che sono sicuro provino profonda indignazione.
trad_divina_commedia_inferno_2_23.csv,"Se l'ira sovra 'l mal voler s'aggueffa,","Se la rabbia deve essere aggiunta alla loro malizia,"
trad_divina_commedia_inferno_2_23.csv,ei ne verranno dietro più crudeli,ci daranno la caccia con più ferocia
trad_divina_commedia_inferno_2_23.csv,che 'l cane a quella lievre ch'elli acceffa'.,"di qualsiasi cane i cui denti hanno intrappolato una lepre."""
trad_divina_commedia_inferno_2_23.csv,Già mi sentia tutti arricciar li peli,Riuscivo già a sentire i miei capelli rannicchiarsi
trad_divina_commedia_inferno_2_23.csv,"de la paura e stava in dietro intento,","dalla paura, e ho guardato indietro con attenzione,"
trad_divina_commedia_inferno_2_23.csv,"quand'io dissi: “Maestro, se non celi","dicendo: ""Maestro, se non nascondi"
trad_divina_commedia_inferno_2_23.csv,"te e me tostamente, i' ho pavento","tu ed io in una volta mi terrorizzano,"
trad_divina_commedia_inferno_2_23.csv,d'i Malebranche. Noi li avem già dietro;,"i Malebranchi, ci stanno inseguendo;"
trad_divina_commedia_inferno_2_23.csv,"io li 'magino sì, che già li sento”.","Li immagino, li sento ora."""
trad_divina_commedia_inferno_2_23.csv,"E quei: “S'i' fossi di piombato vetro,","E lui a me: ""Sono stato uno specchio guidato,"
trad_divina_commedia_inferno_2_23.csv,l'imagine di fuor tua non trarrei,Non potevo raccogliermi nella tua immagine esterna
trad_divina_commedia_inferno_2_23.csv,"più tosto a me, che quella dentro 'mpetro.",più in fretta di quanto io abbia ricevuto il tuo intimo.
trad_divina_commedia_inferno_2_23.csv,"Pur mo venieno i tuo' pensier tra ' miei,",Perche' anche ora i tuoi pensieri si sono uniti ai miei.
trad_divina_commedia_inferno_2_23.csv,"con simile atto e con simile faccia,",In entrambi i nostri atti e aspetti siamo parenti-
trad_divina_commedia_inferno_2_23.csv,sì che d'intrambi un sol consiglio fei.,con entrambe le nostre menti ho preso una decisione.
trad_divina_commedia_inferno_2_23.csv,"S'elli è che sì la destra costa giaccia,","Se quella riva destra non è estremamente ripida,"
trad_divina_commedia_inferno_2_23.csv,"che noi possiam ne l'altra bolgia scendere,",possiamo scendere nell'altro fossato
trad_divina_commedia_inferno_2_23.csv,noi fuggirem l'imaginata caccia”.,"e quindi fuggite dall'inseguimento immaginato."""
trad_divina_commedia_inferno_2_23.csv,"Già non compié di tal consiglio rendere,",Aveva appena finito di dirmi il suo piano
trad_divina_commedia_inferno_2_23.csv,ch'io li vidi venir con l'ali tese,"quando li vidi avvicinarsi con ali distese,"
trad_divina_commedia_inferno_2_23.csv,"non molto lungi, per volerne prendere.","Non troppo lontano, e desideroso di portarci."
trad_divina_commedia_inferno_2_23.csv,"Lo duca mio di sùbito mi prese,","La mia guida mi ha rapito all'istante, proprio come"
trad_divina_commedia_inferno_2_23.csv,come la madre ch'al romore è desta,la madre che è risvegliata da un ruggito
trad_divina_commedia_inferno_2_23.csv,"e vede presso a sé le fiamme accese,","e intravede accanto a lei fiamme ardenti,"
trad_divina_commedia_inferno_2_23.csv,"che prende il figlio e fugge e non s'arresta,",Solleverà suo figlio e correrà senza fermarsi.
trad_divina_commedia_inferno_2_23.csv,"avendo più di lui che di sé cura,",Si prende più cura del bambino che di se stessa.
trad_divina_commedia_inferno_2_23.csv,tanto che solo una camiscia vesta;,non fermarsi nemmeno a fare un turno;
trad_divina_commedia_inferno_2_23.csv,e giù dal collo de la ripa dura,e giù per il bordo duro del terrapieno-la sua schiena
trad_divina_commedia_inferno_2_23.csv,"supin si diede a la pendente roccia,",giacere pianeggiante lungo la roccia inclinata che chiude
trad_divina_commedia_inferno_2_23.csv,che l'un de' lati a l'altra bolgia tura.,da un lato del fossato adiacente.
trad_divina_commedia_inferno_2_23.csv,Non corse mai sì tosto acqua per doccia,Non c'era acqua che corresse così veloce.
trad_divina_commedia_inferno_2_23.csv,"a volger ruota di molin terragno,","uno sluice per girare le ruote di un mulino,"
trad_divina_commedia_inferno_2_23.csv,"quand'ella più verso le pale approccia,","nemmeno quando il suo flusso si avvicinava alle pagaia,"
trad_divina_commedia_inferno_2_23.csv,"come 'l maestro mio per quel vivagno,",Cosi' come il mio padrone corse giu' per quell'argine.
trad_divina_commedia_inferno_2_23.csv,"portandosene me sovra 'l suo petto,","mentre mi portava con sé sul petto,"
trad_divina_commedia_inferno_2_23.csv,"come suo figlio, non come compagno.","proprio come un figlio, e non come un compagno."
trad_divina_commedia_inferno_2_23.csv,A pena fuoro i piè suoi giunti al letto,I suoi piedi avevano appena raggiunto il letto che giace
trad_divina_commedia_inferno_2_23.csv,"del fondo giù, ch'e' furon in sul colle","lungo il profondo, che quei dieci demoni"
trad_divina_commedia_inferno_2_23.csv,sovresso noi; ma non lì era sospetto:,erano sull'orlo sopra di noi; ma c'era
trad_divina_commedia_inferno_2_23.csv,ché l'alta provedenza che lor volle,"nulla da temere, per quell'Altissima Provvidenza"
trad_divina_commedia_inferno_2_23.csv,"porre ministri de la fossa quinta,","che li vollero ministri del quinto fosso,"
