Filename,Original,Translate
trad_divina_commedia_paradiso_1_21.csv,"in quello sfavillar che 'nsieme venne,","Entro lo scintillante che insieme venne,"
trad_divina_commedia_paradiso_1_21.csv,sì come in certo grado si percosse.,"Non appena su un certo passo ha colpito,"
trad_divina_commedia_paradiso_1_21.csv,"E quel che presso più ci si ritenne,",E ciò che ci era più vicino rimase
trad_divina_commedia_paradiso_1_21.csv,"si fé sì chiaro, ch'io dicea pensando:","Divenne così chiaro, che nel mio pensiero dissi:"
trad_divina_commedia_paradiso_1_21.csv,'Io veggio ben l'amor che tu m'accenne.,"""Bene, percepisco l'amore che mi mostri;"
trad_divina_commedia_paradiso_1_21.csv,Ma quella ond'io aspetto il come e 'l quando,"Ma lei, da chi aspetto il come e quando"
trad_divina_commedia_paradiso_1_21.csv,"del dire e del tacer, si sta; ond'io,","Di parola e di silenzio, sta fermo; da dove io"
trad_divina_commedia_paradiso_1_21.csv,"contra 'l disio, fo ben ch'io non dimando'.","Contro il desiderio fate bene se non chiedo."""
trad_divina_commedia_paradiso_1_21.csv,"Per ch'ella, che vedëa il tacer mio","Lei allora, che vide la mia silenziosità"
trad_divina_commedia_paradiso_1_21.csv,"nel veder di colui che tutto vede,","Alla vista di Colui che vede ogni cosa,"
trad_divina_commedia_paradiso_1_21.csv,mi disse: “Solvi il tuo caldo disio”.,"Mi disse: ""Lascia perdere il tuo caldo desiderio."""
trad_divina_commedia_paradiso_1_21.csv,E io incominciai: “La mia mercede,"E cominciai: ""Nessun merito da parte mia"
trad_divina_commedia_paradiso_1_21.csv,non mi fa degno de la tua risposta;,mi rende degno di risposta da parte tua;
trad_divina_commedia_paradiso_1_21.csv,"ma per colei che 'l chieder mi concede,","Ma per lei che mi concede la domanda,"
trad_divina_commedia_paradiso_1_21.csv,vita beata che ti stai nascosta,"Tu, beata vita che sei rimasta nascosta"
trad_divina_commedia_paradiso_1_21.csv,"dentro a la tua letizia, fammi nota","Nella tua beatitudine, fammi conoscere"
trad_divina_commedia_paradiso_1_21.csv,la cagion che sì presso mi t'ha posta;,la causa che t'accosta tanto al mio fianco;
trad_divina_commedia_paradiso_1_21.csv,e dì perché si tace in questa rota,E dimmi perché è silenzioso in questa ruota
trad_divina_commedia_paradiso_1_21.csv,"la dolce sinfonia di paradiso,","La sinfonia dulcetta del Paradiso,"
trad_divina_commedia_paradiso_1_21.csv,che giù per l'altre suona sì divota”.,"Che attraverso il resto qui sotto suona così devotamente."""
trad_divina_commedia_paradiso_1_21.csv,"“Tu hai l'udir mortal sì come il viso”,","""Hai il tuo udito mortale come il tuo sguardo,"""
trad_divina_commedia_paradiso_1_21.csv,rispuose a me; “onde qui non si canta,"Mi ha risposto: ""Non cantano qui,"
trad_divina_commedia_paradiso_1_21.csv,per quel che Bëatrice non ha riso.,Per la stessa causa che Beatrice non ha sorriso.
trad_divina_commedia_paradiso_1_21.csv,Giù per li gradi de la scala santa,Fin qui sotto i gradini delle scale sacre
trad_divina_commedia_paradiso_1_21.csv,discesi tanto sol per farti festa,Sono disceso se non per darti il benvenuto
trad_divina_commedia_paradiso_1_21.csv,col dire e con la luce che mi ammanta;,con le parole e con la luce che mi camuffa;
trad_divina_commedia_paradiso_1_21.csv,"né più amor mi fece esser più presta,","Né più amore mi ha fatto essere più pronto,"
trad_divina_commedia_paradiso_1_21.csv,"ché più e tanto amor quinci sù ferve,","Per amore tanto e molto di più lassù sta bruciando,"
trad_divina_commedia_paradiso_1_21.csv,sì come il fiammeggiar ti manifesta.,Cosi' come ti manifesta l'infuocato.
trad_divina_commedia_paradiso_1_21.csv,"Ma l'alta carità, che ci fa serve",Ma l'alta carità che ci rende servitori
trad_divina_commedia_paradiso_1_21.csv,"pronte al consiglio che 'l mondo governa,","Avvertite il consiglio che controlla il mondo,"
trad_divina_commedia_paradiso_1_21.csv,sorteggia qui sì come tu osserve”.,"Allotteth qui, come tu osservi."""
trad_divina_commedia_paradiso_1_21.csv,"“Io veggio ben”, diss'io, “sacra lucerna,","""Vedo bene,"" dissi, ""O lampada sacra!"
trad_divina_commedia_paradiso_1_21.csv,come libero amore in questa corte,Come l'amore libero in questa corte basta
trad_divina_commedia_paradiso_1_21.csv,basta a seguir la provedenza etterna;,Per seguire la Provvidenza eterna;
trad_divina_commedia_paradiso_1_21.csv,"ma questo è quel ch'a cerner mi par forte,",Ma questo e' cio' che mi sembra difficile da vedere.
trad_divina_commedia_paradiso_1_21.csv,perché predestinata fosti sola,Percio' predestinare eri solo tu.
trad_divina_commedia_paradiso_1_21.csv,a questo officio tra le tue consorte”.,"In questo ufficio tra le tue consorti."""
trad_divina_commedia_paradiso_1_21.csv,"Né venni prima a l'ultima parola,","Non prima che arrivassi all'ultima parola,"
trad_divina_commedia_paradiso_1_21.csv,"che del suo mezzo fece il lume centro,","Che il suo centro rendeva la luce un centro,"
trad_divina_commedia_paradiso_1_21.csv,girando sé come veloce mola;,Si agitava come una macina veloce.
trad_divina_commedia_paradiso_1_21.csv,poi rispuose l'amor che v'era dentro:,Quando la risposta fece l'amore che vi era:
trad_divina_commedia_paradiso_1_21.csv,"“Luce divina sopra me s'appunta,","""Su di me diretta è una luce divina,"
trad_divina_commedia_paradiso_1_21.csv,"penetrando per questa in ch'io m'inventro,","Attraversando questo in cui sono incarnato,"
trad_divina_commedia_paradiso_1_21.csv,"la cui virtù, col mio veder congiunta,",di cui la virtù con la mia vista si unì
trad_divina_commedia_paradiso_1_21.csv,"mi leva sopra me tanto, ch'i' veggio","Mi solleva sopra di me fino ad ora, vedo"
trad_divina_commedia_paradiso_1_21.csv,la somma essenza de la quale è munta.,L'essenza suprema da cui questo è tratto.
trad_divina_commedia_paradiso_1_21.csv,Quinci vien l'allegrezza ond'io fiammeggio;,"Da qui viene la gioia con la quale io accendo,"
trad_divina_commedia_paradiso_1_21.csv,"per ch'a la vista mia, quant'ella è chiara,","Per quanto mi riguarda, per quanto è chiaro,"
trad_divina_commedia_paradiso_1_21.csv,la chiarità de la fiamma pareggio.,La limpidezza della fiamma che e' uguale a me.
trad_divina_commedia_paradiso_1_21.csv,"Ma quell'alma nel ciel che più si schiara,","Ma quell'anima nel cielo che è purissima,"
trad_divina_commedia_paradiso_1_21.csv,"quel serafin che 'n Dio più l'occhio ha fisso,","quel seraf che il suo occhio su Dio più fissa,"
trad_divina_commedia_paradiso_1_21.csv,"a la dimanda tua non satisfara,",Potrebbe questa richiesta del tuo non soddisfare;
trad_divina_commedia_paradiso_1_21.csv,però che sì s'innoltra ne lo abisso,Perché affonda così profondamente nell'abisso
trad_divina_commedia_paradiso_1_21.csv,"de l'etterno statuto quel che chiedi,","Della legge eterna quello che tu chiedi,"
trad_divina_commedia_paradiso_1_21.csv,che da ogne creata vista è scisso.,Da tutta la vista creata è tagliato fuori.
trad_divina_commedia_paradiso_1_21.csv,"E al mondo mortal, quando tu riedi,","e al mondo mortale, quando tornerai,"
trad_divina_commedia_paradiso_1_21.csv,"questo rapporta, sì che non presumma","Questo portare indietro, che non può presumere"
trad_divina_commedia_paradiso_1_21.csv,a tanto segno più mover li piedi.,Più a lungo trainare un tale obiettivo per muovere i suoi piedi.
trad_divina_commedia_paradiso_1_21.csv,"La mente, che qui luce, in terra fumma;","La mente, che splende qui, sulla terra fuma;"
trad_divina_commedia_paradiso_1_21.csv,onde riguarda come può là giùe,Da questo osservare come può fare sotto
trad_divina_commedia_paradiso_1_21.csv,quel che non pote perché 'l ciel l'assumma”.,"Ciò che non può se il cielo lo assume?"""
trad_divina_commedia_paradiso_1_21.csv,"Sì mi prescrisser le parole sue,","Tale limite mi ha prescritto le sue parole,"
trad_divina_commedia_paradiso_1_21.csv,ch'io lasciai la quistione e mi ritrassi,"La domanda che ho abbandonato, e limitato"
trad_divina_commedia_paradiso_1_21.csv,a dimandarla umilmente chi fue.,Me stesso a chiedergli umilmente chi fosse.
trad_divina_commedia_paradiso_1_21.csv,"“Tra ' due liti d'Italia surgon sassi,","""Tra due sponde d'Italia sorgono scogliere,"
trad_divina_commedia_paradiso_1_21.csv,"e non molto distanti a la tua patria,","e non lontano dal tuo luogo natale,"
trad_divina_commedia_paradiso_1_21.csv,"tanto che ' troni assai suonan più bassi,","Così in alto, i tuoni molto al di sotto di loro suonano,"
trad_divina_commedia_paradiso_1_21.csv,"e fanno un gibbo che si chiama Catria,","E formare un crinale che Catria si chiama,"
trad_divina_commedia_paradiso_1_21.csv,"di sotto al quale è consecrato un ermo,","""Neath che è consacrare un eremo"
trad_divina_commedia_paradiso_1_21.csv,che suole esser disposto a sola latria”.,"Non si dedicherà solo all'adorazione."""
trad_divina_commedia_paradiso_1_21.csv,Così ricominciommi il terzo sermo;,Così mi riprese la terza parola:
trad_divina_commedia_paradiso_1_21.csv,"e poi, continüando, disse: “Quivi","E poi, proseguendo, disse: ""Quindi"
trad_divina_commedia_paradiso_1_21.csv,"al servigio di Dio mi fe' sì fermo,","Per il servizio di Dio sono diventato così saldo,"
trad_divina_commedia_paradiso_1_21.csv,che pur con cibi di liquor d'ulivi,Che si nutre solo di succo di olive
trad_divina_commedia_paradiso_1_21.csv,"lievemente passava caldi e geli,","Leggermente ho passato via le temperature e le gelate,"
trad_divina_commedia_paradiso_1_21.csv,contento ne' pensier contemplativi.,Contenta nei miei pensieri contemplativi.
trad_divina_commedia_paradiso_1_21.csv,Render solea quel chiostro a questi cieli,Quel chiostro rendeva a questi cieli
trad_divina_commedia_paradiso_1_21.csv,"fertilemente; e ora è fatto vano,","Abbondantemente, e ora è svuotato cresciuto,"
trad_divina_commedia_paradiso_1_21.csv,sì che tosto convien che si riveli.,Così che la forza presto deve essere rivelato.
trad_divina_commedia_paradiso_1_21.csv,"In quel loco fu' io Pietro Damiano,",Io in quel posto ero Peter Damiano;
trad_divina_commedia_paradiso_1_21.csv,e Pietro Peccator fu' ne la casa,E Peter il peccatore ero in casa
trad_divina_commedia_paradiso_1_21.csv,di Nostra Donna in sul lito adriano.,Della Madonna sulla riva adriatica.
trad_divina_commedia_paradiso_1_21.csv,"Poca vita mortal m'era rimasa,","Mi rimase poco di vita mortale,"
trad_divina_commedia_paradiso_1_21.csv,"quando fui chiesto e tratto a quel cappello,",Quando sono stato chiamato e trascinato avanti al cappello
trad_divina_commedia_paradiso_1_21.csv,che pur di male in peggio si travasa.,Il che cambia sempre di piu' dal male al peggio.
trad_divina_commedia_paradiso_1_21.csv,Venne Cefàs e venne il gran vasello,Venne Cefa e arrivò il potente Vascello
trad_divina_commedia_paradiso_1_21.csv,"de lo Spirito Santo, magri e scalzi,","dello Spirito Santo, magro e scalzo,"
trad_divina_commedia_paradiso_1_21.csv,prendendo il cibo da qualunque ostello.,Prendere il cibo di qualsiasi ostello.
trad_divina_commedia_paradiso_1_21.csv,Or voglion quinci e quindi chi rincalzi,Ora uno per sostenerli su ogni lato
trad_divina_commedia_paradiso_1_21.csv,"li moderni pastori e chi li meni,","I pastori moderni hanno bisogno, e alcuni per guidarli,"
trad_divina_commedia_paradiso_1_21.csv,"tanto son gravi, e chi di rietro li alzi.",Sono così pesanti da tenere i loro treni.
trad_divina_commedia_paradiso_1_21.csv,"Cuopron d'i manti loro i palafreni,","Copriscono i loro palafitti con i loro manti,"
trad_divina_commedia_paradiso_1_21.csv,sì che due bestie van sott'una pelle:,Così che due bestie vadano sotto una pelle;
trad_divina_commedia_paradiso_1_21.csv,oh pazïenza che tanto sostieni!”.,"Oh pazienza, quel dost tollera così tanto!"""
trad_divina_commedia_paradiso_1_21.csv,A questa voce vid'io più fiammelle,A questa voce ho visto molte piccole fiamme
trad_divina_commedia_paradiso_1_21.csv,"di grado in grado scendere e girarsi,","Da passo a passo discendente e girevole,"
trad_divina_commedia_paradiso_1_21.csv,e ogne giro le facea più belle.,E ogni rivoluzione li rendeva piu' giusti.
trad_divina_commedia_paradiso_1_21.csv,"Dintorno a questa vennero e fermarsi,","A proposito di questo è venuto e si sono fermati,"
trad_divina_commedia_paradiso_1_21.csv,"e fero un grido di sì alto suono,","E un grido di un suono così forte,"
trad_divina_commedia_paradiso_1_21.csv,che non potrebbe qui assomigliarsi;,"Qui non potrebbe trovare alcun parallelo, né io"
trad_divina_commedia_paradiso_1_21.csv,"né io lo 'ntesi, sì mi vinse il tuono.","Distinguibile, il tuono così mi ha colpito."
trad_divina_commedia_paradiso_1_22.csv,"Oppresso di stupore, a la mia guida","Oppresso con stupore, io alla mia guida"
trad_divina_commedia_paradiso_1_22.csv,"mi volsi, come parvol che ricorre",Girato come un bambino che corre sempre
trad_divina_commedia_paradiso_1_22.csv,sempre colà dove più si confida;,per rifugio là dove confida di più;
trad_divina_commedia_paradiso_1_22.csv,"e quella, come madre che soccorre","E lei, anche come madre che subito"
trad_divina_commedia_paradiso_1_22.csv,sùbito al figlio palido e anelo,Dà conforto al suo ragazzo pallido e senza fiato
trad_divina_commedia_paradiso_1_22.csv,"con la sua voce, che 'l suol ben disporre,","con voce che lo rassicuri,"
trad_divina_commedia_paradiso_1_22.csv,mi disse: “Non sai tu che tu se' in cielo?,"Mi disse: ""Non sai che tu non sei nei cieli,"
trad_divina_commedia_paradiso_1_22.csv,"e non sai tu che 'l cielo è tutto santo,",E non sai che il cielo è santo tutto
trad_divina_commedia_paradiso_1_22.csv,e ciò che ci si fa vien da buon zelo?,E che cosa è fatto qui viene da buon zelo?
trad_divina_commedia_paradiso_1_22.csv,"Come t'avrebbe trasmutato il canto,",Dopo che cosa saggio il canto avrebbe cambiato te
trad_divina_commedia_paradiso_1_22.csv,"e io ridendo, mo pensar lo puoi,","E sorridendo, ora puoi immaginare:"
trad_divina_commedia_paradiso_1_22.csv,poscia che 'l grido t'ha mosso cotanto;,"Da quando il grido ti ha spaventato così tanto,"
trad_divina_commedia_paradiso_1_22.csv,"nel qual, se 'nteso avessi i prieghi suoi,","In cui, se tu avessi compreso le sue preghiere"
trad_divina_commedia_paradiso_1_22.csv,già ti sarebbe nota la vendetta,Già sarebbe noto a te la vendetta
trad_divina_commedia_paradiso_1_22.csv,che tu vedrai innanzi che tu muoi.,Che guarderai prima di morire.
trad_divina_commedia_paradiso_1_22.csv,La spada di qua sù non taglia in fretta,La spada quaggiù non si affretta
trad_divina_commedia_paradiso_1_22.csv,"né tardo, ma' ch'al parer di colui","Ne' in ritardo, come gli sembra."
trad_divina_commedia_paradiso_1_22.csv,che disïando o temendo l'aspetta.,Chi teme o desidera aspettare.
trad_divina_commedia_paradiso_1_22.csv,Ma rivolgiti omai inverso altrui;,"Ma girati verso gli altri ora,"
trad_divina_commedia_paradiso_1_22.csv,"ch'assai illustri spiriti vedrai,","Perché vedrai spiriti molto illustri,"
trad_divina_commedia_paradiso_1_22.csv,se com'io dico l'aspetto redui”.,"Se la tua vista è diretta come dico io."""
trad_divina_commedia_paradiso_1_22.csv,"Come a lei piacque, li occhi ritornai,","Come sembrava bello ai suoi occhi ho girato,"
trad_divina_commedia_paradiso_1_22.csv,e vidi cento sperule che 'nsieme,E vidi cento sferiche che insieme
trad_divina_commedia_paradiso_1_22.csv,più s'abbellivan con mutüi rai.,Con i raggi reciproci più abbelliti l'un l'altro.
trad_divina_commedia_paradiso_1_22.csv,Io stava come quei che 'n sé repreme,Ero in piedi come uno che in se stesso reprime
trad_divina_commedia_paradiso_1_22.csv,"la punta del disio, e non s'attenta","Il punto del suo desiderio, e non si avventura"
trad_divina_commedia_paradiso_1_22.csv,"di domandar, sì del troppo si teme;","Per mettere in discussione, teme troppo."
trad_divina_commedia_paradiso_1_22.csv,e la maggiore e la più luculenta,E ora il più grande e più luculento
trad_divina_commedia_paradiso_1_22.csv,"di quelle margherite innanzi fessi,","Tra quelle perle si fece avanti, perché"
trad_divina_commedia_paradiso_1_22.csv,per far di sé la mia voglia contenta.,Rendere il mio desiderio riguardo a esso contenuto.
trad_divina_commedia_paradiso_1_22.csv,Poi dentro a lei udi': “Se tu vedessi,"In esso allora ho sentito: ""Se tu potessi vedere"
trad_divina_commedia_paradiso_1_22.csv,"com'io la carità che tra noi arde,",Anche come me la carità che brucia
trad_divina_commedia_paradiso_1_22.csv,li tuoi concetti sarebbero espressi.,Tra di noi si esprimevano le tue concupiscenze;
trad_divina_commedia_paradiso_1_22.csv,"Ma perché tu, aspettando, non tarde",Ma che aspettando non arrivi tardi
trad_divina_commedia_paradiso_1_22.csv,"a l'alto fine, io ti farò risposta","Per l'alta end, farò anche la risposta"
trad_divina_commedia_paradiso_1_22.csv,"pur al pensier, da che sì ti riguarde.",al pensiero del quale sei tanto carino.
trad_divina_commedia_paradiso_1_22.csv,Quel monte a cui Cassino è ne la costa,Quella montagna sul cui pendio sorge Cassino
trad_divina_commedia_paradiso_1_22.csv,fu frequentato già in su la cima,Era frequentato di vecchio sulla sua sommità
trad_divina_commedia_paradiso_1_22.csv,da la gente ingannata e mal disposta;,da un popolo illuso e maldisposto;
trad_divina_commedia_paradiso_1_22.csv,e quel son io che sù vi portai prima,E io sono colui che per primo lassù annoiò
trad_divina_commedia_paradiso_1_22.csv,lo nome di colui che 'n terra addusse,Il nome di Colui Che ha fatto scendere sulla terra
trad_divina_commedia_paradiso_1_22.csv,la verità che tanto ci soblima;,La verità che tanto ci sublima.
trad_divina_commedia_paradiso_1_22.csv,"e tanta grazia sopra me relusse,",E tanta grazia risplendeva su di me
trad_divina_commedia_paradiso_1_22.csv,ch'io ritrassi le ville circunstanti,Che tutte le città vicine che ho tirato via
trad_divina_commedia_paradiso_1_22.csv,da l'empio cólto che 'l mondo sedusse.,Dal culto empio che sedusse il mondo.
trad_divina_commedia_paradiso_1_22.csv,Questi altri fuochi tutti contemplanti,"Questi altri incendi, ognuno di loro, erano uomini."
trad_divina_commedia_paradiso_1_22.csv,"uomini fuoro, accesi di quel caldo","Contemplativo, acceso da quel caldo"
trad_divina_commedia_paradiso_1_22.csv,che fa nascere i fiori e ' frutti santi.,Che fanno germogliare fiori e frutti sacri.
trad_divina_commedia_paradiso_1_22.csv,"Qui è Maccario, qui è Romoaldo,","Qui c'è Macario, qui c'è Romualdus,"
trad_divina_commedia_paradiso_1_22.csv,qui son li frati miei che dentro ai chiostri,"Ecco i miei fratelli, che dentro i chiostri"
trad_divina_commedia_paradiso_1_22.csv,fermar li piedi e tennero il cor saldo”.,"Le loro orme rimasero e mantennero un cuore saldo."""
trad_divina_commedia_paradiso_1_22.csv,E io a lui: “L'affetto che dimostri,"E io a lui: ""L'affetto che tu mostri"
trad_divina_commedia_paradiso_1_22.csv,"meco parlando, e la buona sembianza","Parlando con me, e il buon volto"
trad_divina_commedia_paradiso_1_22.csv,"ch'io veggio e noto in tutti li ardor vostri,","che io vedo e annoto in tutto il tuo ardore,"
trad_divina_commedia_paradiso_1_22.csv,"così m'ha dilatata mia fidanza,",In me hanno così la mia fiducia dilatata
trad_divina_commedia_paradiso_1_22.csv,come 'l sol fa la rosa quando aperta,"Come il sole fa la rosa, quando diventa"
trad_divina_commedia_paradiso_1_22.csv,tanto divien quant'ell'ha di possanza.,Fin dove ha il potere.
trad_divina_commedia_paradiso_1_22.csv,"Però ti priego, e tu, padre, m'accerta","Perciò io prego e tu mi assicuri, padre,"
trad_divina_commedia_paradiso_1_22.csv,"s'io posso prender tanta grazia, ch'io","Se posso ricevere tanta grazia,"
trad_divina_commedia_paradiso_1_22.csv,ti veggia con imagine scoverta”.,"Possa tu vedere con volto svelato."""
trad_divina_commedia_paradiso_1_22.csv,"Ond'elli: “Frate, il tuo alto disio","Lui allora: ""Fratello, il tuo grande desiderio"
trad_divina_commedia_paradiso_1_22.csv,"s'adempierà in su l'ultima spera,","Nella sfera più remota deve essere soddisfatta,"
trad_divina_commedia_paradiso_1_22.csv,ove s'adempion tutti li altri e 'l mio.,Dove sono adempiuti tutti gli altri e i miei.
trad_divina_commedia_paradiso_1_22.csv,"Ivi è perfetta, matura e intera","C'è perfetto, e maturato, e completo,"
trad_divina_commedia_paradiso_1_22.csv,ciascuna disïanza; in quella sola,Ogni desiderio; in quello solo
trad_divina_commedia_paradiso_1_22.csv,"è ogne parte là ove sempr'era,",È ogni parte dove è sempre stata;
trad_divina_commedia_paradiso_1_22.csv,perché non è in loco e non s'impola;,"perché non è nello spazio, né si accende su pali,"
trad_divina_commedia_paradiso_1_22.csv,"e nostra scala infino ad essa varca,","E ad esso la nostra scala sale,"
trad_divina_commedia_paradiso_1_22.csv,onde così dal viso ti s'invola.,Da dove dunque ti ruba via dalla vista.
trad_divina_commedia_paradiso_1_22.csv,Infin là sù la vide il patriarca,Fino a quell'altezza il patriarca Jacob lo vide
trad_divina_commedia_paradiso_1_22.csv,"Iacobbe porger la superna parte,","Estendere la sua parte supernale, a che ora"
trad_divina_commedia_paradiso_1_22.csv,quando li apparve d'angeli sì carca.,Cosi' affollata di angeli che gli apparve.
trad_divina_commedia_paradiso_1_22.csv,"Ma, per salirla, mo nessun diparte",Ma per ascendere ora nessuno solleva
trad_divina_commedia_paradiso_1_22.csv,"da terra i piedi, e la regola mia","I suoi piedi dalla terra, e ora la mia Regola"
trad_divina_commedia_paradiso_1_22.csv,rimasa è per danno de le carte.,Sotto rimane per mero spreco di carta.
trad_divina_commedia_paradiso_1_22.csv,Le mura che solieno esser badia,Le mura che un tempo erano un'Abbazia
trad_divina_commedia_paradiso_1_22.csv,"fatte sono spelonche, e le cocolle","Sono cambiati in tane di rapinatori, e i camini"
trad_divina_commedia_paradiso_1_22.csv,sacca son piene di farina ria.,Sono sacchi pieni di farina miserabile.
trad_divina_commedia_paradiso_1_22.csv,Ma grave usura tanto non si tolle,Ma l'usura pesante non è presa
trad_divina_commedia_paradiso_1_22.csv,"contra 'l piacer di Dio, quanto quel frutto",Tanto contro il piacere di Dio quanto quel frutto
trad_divina_commedia_paradiso_1_22.csv,che fa il cor de' monaci sì folle;,che rende così folle il cuore dei monaci;
trad_divina_commedia_paradiso_1_22.csv,"ché quantunque la Chiesa guarda, tutto",Per tutto ciò che ha la Chiesa nel mantenere
trad_divina_commedia_paradiso_1_22.csv,è de la gente che per Dio dimanda;,"È per la gente che lo chiede in nome di Dio,"
trad_divina_commedia_paradiso_1_22.csv,non di parenti né d'altro più brutto.,Non per essere un parente o per qualcosa di peggio.
trad_divina_commedia_paradiso_1_22.csv,"La carne d'i mortali è tanto blanda,","La carne dei mortali è così morbida,"
trad_divina_commedia_paradiso_1_22.csv,che giù non basta buon cominciamento,Quel buon inizio qui sotto non basta
trad_divina_commedia_paradiso_1_22.csv,dal nascer de la quercia al far la ghianda.,Dalla primavera della quercia alle ghiande portanti.
trad_divina_commedia_paradiso_1_22.csv,"Pier cominciò sanz'oro e sanz'argento,","Pietro non cominciò né con oro né con argento,"
trad_divina_commedia_paradiso_1_22.csv,"e io con orazione e con digiuno,","E io con l'orison e l'astinenza,"
trad_divina_commedia_paradiso_1_22.csv,e Francesco umilmente il suo convento;,E Francesco con umiltà il suo convento.
trad_divina_commedia_paradiso_1_22.csv,"e se guardi 'l principio di ciascuno,","E se guardi l'inizio di ognuno,"
trad_divina_commedia_paradiso_1_22.csv,"poscia riguardi là dov'è trascorso,",E poi... riguardo a dove e' scappato...
trad_divina_commedia_paradiso_1_22.csv,tu vederai del bianco fatto bruno.,Vedrete il bianco trasformato in marrone.
trad_divina_commedia_paradiso_1_22.csv,Veramente Iordan vòlto retrorso,"In verità il Giordano si voltò indietro,"
trad_divina_commedia_paradiso_1_22.csv,"più fu, e 'l mar fuggir, quando Dio volse,","E il mare fuggeva, quando Dio volle"
trad_divina_commedia_paradiso_1_22.csv,mirabile a veder che qui 'l soccorso”.,"Una meraviglia da vedere, che soccorrere qui."""
trad_divina_commedia_paradiso_1_22.csv,"Così mi disse, e indi si raccolse",Così mi disse e poi si ritirò
trad_divina_commedia_paradiso_1_22.csv,"al suo collegio, e 'l collegio si strinse;","Alla sua stessa band, e la band chiusa insieme;"
trad_divina_commedia_paradiso_1_22.csv,"poi, come turbo, in sù tutto s'avvolse.",Poi come un vortice tutto era rapt verso l'alto.
trad_divina_commedia_paradiso_1_22.csv,La dolce donna dietro a lor mi pinse,La gentile Signora mi ha spinto dietro di loro
trad_divina_commedia_paradiso_1_22.csv,"con un sol cenno su per quella scala,","Su per quella scala con un solo cartello,"
trad_divina_commedia_paradiso_1_22.csv,sì sua virtù la mia natura vinse;,Così la sua virtù ha vinto la mia natura;
trad_divina_commedia_paradiso_1_22.csv,né mai qua giù dove si monta e cala,"Né qui sotto, dove uno va su e giù"
trad_divina_commedia_paradiso_1_22.csv,"naturalmente, fu sì ratto moto","Per legge naturale, era moto e'er così veloce"
trad_divina_commedia_paradiso_1_22.csv,ch'agguagliar si potesse a la mia ala.,Che potesse essere paragonato alla mia ala.
trad_divina_commedia_paradiso_1_22.csv,"S'io torni mai, lettore, a quel divoto","Lettore, come posso a quel devoto"
trad_divina_commedia_paradiso_1_22.csv,trïunfo per lo quale io piango spesso,"Trionfo di ritorno, per conto del quale spesso"
trad_divina_commedia_paradiso_1_22.csv,"le mie peccata e 'l petto mi percuoto,","Per le mie trasgressioni piangere e battere il mio seno,"
trad_divina_commedia_paradiso_1_22.csv,tu non avresti in tanto tratto e messo,Non avevi spinto il dito nel fuoco
trad_divina_commedia_paradiso_1_22.csv,"nel foco il dito, in quant'io vidi 'l segno","E l'ho tirato fuori di nuovo, prima di vedere"
trad_divina_commedia_paradiso_1_22.csv,che segue il Tauro e fui dentro da esso.,"Il segno che segue Toro, ed era in esso."
trad_divina_commedia_paradiso_1_22.csv,"O glorïose stelle, o lume pregno","O stelle gloriose, o luce impregnata"
trad_divina_commedia_paradiso_1_22.csv,"di gran virtù, dal quale io riconosco","Con possente virtù, da cui riconosco"
trad_divina_commedia_paradiso_1_22.csv,"tutto, qual che si sia, il mio ingegno,","Tutto il mio genio, chi se ne frega..."
trad_divina_commedia_paradiso_1_22.csv,con voi nasceva e s'ascondeva vosco,"Con te è nato, e si è nascosto con te,"
trad_divina_commedia_paradiso_1_22.csv,"quelli ch'è padre d'ogne mortal vita,","Colui che è padre di ogni vita mortale,"
trad_divina_commedia_paradiso_1_22.csv,quand'io senti' di prima l'aere tosco;,Quando prima ho assaggiato l'aria toscana;
trad_divina_commedia_paradiso_1_22.csv,"e poi, quando mi fu grazia largita",E poi quando mi fu data la grazia...
trad_divina_commedia_paradiso_1_22.csv,"d'entrar ne l'alta rota che vi gira,","Per entrare nella ruota alta che ti fa girare,"
trad_divina_commedia_paradiso_1_22.csv,la vostra regïon mi fu sortita.,La vostra regione mi è stata assegnata.
trad_divina_commedia_paradiso_1_22.csv,A voi divotamente ora sospira,A te devotamente a quest'ora la mia anima
trad_divina_commedia_paradiso_1_22.csv,"l'anima mia, per acquistar virtute","Sospira, perché la virtù acquisisca"
trad_divina_commedia_paradiso_1_22.csv,al passo forte che a sé la tira.,Per il passo di poppa che lo disegna a se stesso.
trad_divina_commedia_paradiso_1_22.csv,"“Tu se' sì presso a l'ultima salute”,","""Tu sei così vicino all'ultima salvezza,"""
trad_divina_commedia_paradiso_1_22.csv,"cominciò Bëatrice, “che tu dei","Così cominciò Beatrice: ""Tu dovresti ora"
trad_divina_commedia_paradiso_1_22.csv,aver le luci tue chiare e acute;,di avere le tue vigilie senza nuvole e acute;
trad_divina_commedia_paradiso_1_22.csv,"e però, prima che tu più t'inlei,","E dunque, prima che tu entri più lontano,"
trad_divina_commedia_paradiso_1_22.csv,"rimira in giù, e vedi quanto mondo","Guarda giù ancora una volta, e vedere quanto vasto un mondo"
trad_divina_commedia_paradiso_1_22.csv,sotto li piedi già esser ti fei;,Hai già messo sotto i tuoi piedi;
trad_divina_commedia_paradiso_1_22.csv,"sì che 'l tuo cor, quantunque può, giocondo","Cosi' che il tuo cuore, per quanto possa,"
trad_divina_commedia_paradiso_1_22.csv,s'appresenti a la turba trïunfante,Presentarsi alla folla trionfante
